title,authors,pub_date,abstract,keywords
Acid-exposed and hypoxic cancer cells do not overlap but are interdependent for unsaturated fatty acid resources,"Katarzyna Głowacka, Sébastien Ibanez, Ophélie Renoult, Perrine Vermonden, Maria Virginia Giolito, Kübra Özkan, Charline Degavre, Léo Aubert, Céline Guilbaud, Florine Laloux-Morris, Elena Richiardone, Jérôme Ambroise, Caroline Bouzin, Davide Brusa, Jonas Dehairs, Johan Swinnen, Cyril Corbet, Yvan Larondelle, Olivier Feron",2024-11-21,"Cancer cells in acidic tumor regions are aggressive and a key therapeutic target, but distinguishing between acid-exposed and hypoxic cells is challenging. Here, we use carbonic anhydrase 9 (CA9) antibodies to mark acidic areas in both hypoxic and respiring tumor areas, along with an HRE-GFP reporter for hypoxia, to isolate distinct cell populations from 3D tumor spheroids. Transcriptomic analysis of CA9-positive, hypoxia-negative cells highlights enriched fatty acid desaturase activity. Inhibiting or silencing stearoyl-CoA desaturase-1 (SCD1) induces ferroptosis in CA9-positive acidic cancer cells and delays mouse tumor growth, an effect enhanced by omega-3 fatty acid supplementation. Using acid-exposed cancer cells and patient-derived tumor organoids, we show that SCD1 inhibition increases acidic cancer cell reliance on external mono-unsaturated fatty acids, depriving hypoxic cells of essential resources. This bystander effect provides unbiased evidence for a lack of full overlap between hypoxic and acidic tumor compartments, highlighting a rationale for targeting desaturase activity in cancer.",
CBFA2T3-GLIS2 mediates transcriptional regulation of developmental pathways through a gene regulatory network,"Elizabeth A. R. Garfinkle, Pratima Nallagatla, Binay Sahoo, Jinjun Dang, Mohammad Balood, Anitria Cotton, Camryn Franke, Sharnise Mitchell, Taylor Wilson, Tanja A. Gruber",2024-10-09,"CBFA2T3-GLIS2 is a fusion oncogene found in pediatric acute megakaryoblastic leukemia that is associated with a poor prognosis. We establish a model of CBFA2T3-GLIS2 driven acute megakaryoblastic leukemia that allows the distinction of fusion specific changes from those that reflect the megakaryoblast lineage of this leukemia. Using this model, we map fusion genome wide binding that in turn imparts the characteristic transcriptional signature. A network of transcription factor genes bound and upregulated by the fusion are found to have downstream effects that result in dysregulated signaling of developmental pathways including NOTCH, Hedgehog, TGFβ, and WNT. Transcriptional regulation is mediated by homo-dimerization and binding of the ETO transcription factor through the nervy homology region 2. Loss of nerve homology region 2 abrogated the development of leukemia, leading to downregulation of JAK/STAT, Hedgehog, and NOTCH transcriptional signatures. These data contribute to the understanding of CBFA2T3-GLIS2 mediated leukemogenesis and identify potential therapeutic vulnerabilities for future studies.",
The IL-1β inhibitor canakinumab in previously treated lower-risk myelodysplastic syndromes: a phase 2 clinical trial,"Juan Jose Rodriguez-Sevilla, Vera Adema, Kelly S. Chien, Sanam Loghavi, Feiyang Ma, Hui Yang, Guillermo Montalban-Bravo, Xuelin Huang, Xavier Calvo, Joby Joseph, Kristy Bodden, Guillermo Garcia-Manero, Simona Colla",2024-11-13,"In myelodysplastic syndromes (MDS), the IL-1β pathway is upregulated, and previous studies using mouse models of founder MDS mutations demonstrated that it enhances hematopoietic stem and progenitor cells’ (HSPCs’) aberrant differentiation towards the myeloid lineage at the expense of erythropoiesis. To evaluate whether targeting the IL-1β signaling pathway can rescue ineffective erythropoiesis in patients with MDS, we designed a phase 2 non-randomized single-arm clinical trial (NCT04239157) to assess the safety profile and efficacy of the IL-1β inhibitor canakinumab in previously treated lower-risk MDS patients. We enrolled 25 patients with a median age of 74 years; 60% were male, 16% had lower-risk MDS, 84% had intermediate-1 risk MDS according to the International Prognostic Scoring System score, and 80% failed hypomethylating agent therapy. The study met the primary endpoint of defining the clinical activity of canakinumab, and the secondary objective of determining the safety profile, including the rate of transfusion independence, the duration of response, progression-free survival, leukemia-free survival, and overall survival. The overall response rate was 17.4%, with all responses including hematological improvement. Sequential post-hoc prospective single-cell RNA sequencing analyses of HSPCs and bone marrow mononuclear cells at different time points during therapy showed that canakinumab’s on-target effects in hematopoietic populations expressing the IL-1β receptor decreased the TNF-mediated inflammatory signaling pathway but rescued ineffective erythropoiesis only in the context of lower genetic complexity. This study demonstrates that better stratification strategies could target lower-risk MDS patients more effectively.",
Genomic and transcriptomic landscape of human gastrointestinal stromal tumors,"Feifei Xie, Shuzhen Luo, Dongbing Liu, Xiaojing Lu, Ming Wang, Xiaoxiao Liu, Fujian Jia, Yuzhi Pang, Yanying Shen, Chunling Zeng, Xinli Ma, Daoqiang Tang, Lin Tu, Linxi Yang, Yumei Cheng, Yuxiang Luo, Fanfan Xie, Hao Hou, Tao Huang, Bo Ni, Chun Zhuang, Wenyi Zhao, Ke Li, Xufen Zheng, Wenbo Bi, Xiaona Jia, Yi He, Simin Wang, Hui Cao, Kui Wu, Yuexiang Wang",2024-11-03,"Gastrointestinal stromal tumor (GISTs) are clinically heterogenous exhibiting varying degrees of disease aggressiveness in individual patients. We comprehensively describe the genomic and transcriptomic landscape of a cohort of 117 GISTs including 31 low-risk, 18 intermediate-risk, 29 high-risk, 34 metastatic and 5 neoadjuvant GISTs from 105 patients. GISTs have notably low tumor mutation burden but widespread copy number variations. Aggressive GISTs harbor remarkably more genomic aberrations than low-/intermediate-risk GISTs. Complex genomic alterations, chromothripsis and kataegis, occur selectively in aggressive GISTs. Despite the paucity of mutations, recurrent inactivating YLPM1 mutations are identified (10.3%, 7 of 68 patients), enriched in high-risk/metastatic GIST and functional study further demonstrates YLPM1 inactivation promotes GIST proliferation, growth and oxidative phosphorylation. Spatially and temporally separated GISTs from individual patients demonstrate complex tumor heterogeneity in metastatic GISTs. Finally, four prominent subtypes are proposed with different genomic features, expression profiles, immune characteristics, clinical characteristics and subtype-specific treatment strategies. This large-scale analysis depicts the landscape and provides further insights into GIST pathogenesis and precise treatment.",
AR alterations inform circulating tumor DNA detection in metastatic castration resistant prostate cancer patients,"Todd P. Knutson, Bin Luo, Anna Kobilka, Jacqueline Lyman, Siyuan Guo, Sarah A. Munro, Yingming Li, Rakesh Heer, Luke Gaughan, Michael J. Morris, Himisha Beltran, Charles J. Ryan, Emmanuel S. Antonarakis, Andrew J. Armstrong, Susan Halabi, Scott M. Dehm",2024-12-11,"Circulating tumor DNA (ctDNA) in plasma cell free DNA (cfDNA) of cancer patients is associated with poor prognosis, but is challenging to detect from low plasma volumes. In metastatic castration-resistant prostate cancer (mCRPC), ctDNA assays are needed to prognosticate outcomes of patients treated with androgen receptor (AR) inhibitors. We develop a custom targeted cfDNA sequencing assay, named AR-ctDETECT, to detect ctDNA in limiting plasma cfDNA available from mCRPC patients in the Alliance A031201 randomized phase 3 trial of enzalutamide with or without abiraterone. Of 776 patients, 59% are ctDNA-positive, with 26% having high ctDNA aneuploidy and 33% having low ctDNA aneuploidy but displaying AR gain or structural rearrangement, MYC/MYCN gain, or a pathogenic mutation. ctDNA-positive patients have significantly worse median overall survival than ctDNA-negative patients (29.0 months vs. 47.4 months, respectively). Here, we show that mCRPC patients identified as ctDNA-positive using the AR-ctDETECT assay have poor survival despite treatment with potent AR inhibitors in a phase 3 trial.",
Surgery alone versus neoadjuvant chemoradiotherapy followed by surgery in patients with stage T2N0M0 esophageal cancer,"Yan Lin, Shou-Feng Wang, Huan-Wei Liang, Yang Liu, Wei Huang, Xin-Bin Pan",2024-11-21,"To compare the survival outcomes of patients with stage T2N0M0 esophageal cancer treated with surgery alone versus those treated with neoadjuvant chemoradiotherapy followed by surgery. Patients with stage T2N0M0 esophageal cancer, who either underwent surgery alone or received neoadjuvant chemoradiotherapy followed by surgery, were extracted from the Surveillance, Epidemiology, and End Results database covering the period from 2000 to 2020. Cancer-specific survival (CSS) and overall survival (OS) between the two treatment groups were compared. A total of 583 patients were included: 267 (45.8%) received surgery alone, while 316 (54.2%) underwent neoadjuvant chemoradiotherapy followed by surgery. Prior to propensity score matching, no significant differences were observed between the surgery alone and neoadjuvant chemoradiotherapy groups in terms of 5-year CSS (60.86% vs. 59.02%; hazard ratio [HR] = 1.01, 95% confidence interval [CI]: 0.79–1.29; P = 0.916) and OS (50.64% vs. 49.81%; HR = 0.91, 95% CI: 0.75–1.12; P = 0.375). After propensity score matching, the 5-year CSS (66.43% vs. 56.67%; HR = 1.21, 95% CI: 0.89–1.64; P = 0.225) and OS (56.49% vs. 47.37%; HR = 1.09, 95% CI: 0.85–1.40; P = 0.481) remained statistically similar between the two groups. Subgroup analyses of patients with squamous cell carcinoma and adenocarcinoma revealed no significant differences in survival outcomes between the treatment modalities for either histological subtype. Neoadjuvant chemoradiotherapy followed by surgery does not confer a survival advantage over surgery alone in patients with stage T2N0M0 esophageal cancer, irrespective of histological subtype.","Esophageal cancer, Stage T2N0M0, Surgery, Chemoradiotherapy, Survival outcomes"
Cancer-associated fibroblast subtypes modulate the tumor-immune microenvironment and are associated with skin cancer malignancy,"Agnes Forsthuber, Bertram Aschenbrenner, Ana Korosec, Tina Jacob, Karl Annusver, Natalia Krajic, Daria Kholodniuk, Sophie Frech, Shaohua Zhu, Kim Purkhauser, Katharina Lipp, Franziska Werner, Vy Nguyen, Johannes Griss, Wolfgang Bauer, Ana Soler Cardona, Benedikt Weber, Wolfgang Weninger, Bernhard Gesslbauer, Clement Staud, Jakob Nedomansky, Christine Radtke, Stephan N. Wagner, Peter Petzelbauer, Maria Kasper, Beate M. Lichtenberger",2024-11-08,"Cancer-associated fibroblasts (CAFs) play a key role in cancer progression and treatment outcome. This study dissects the intra-tumoral diversity of CAFs in basal cell carcinoma, squamous cell carcinoma, and melanoma using molecular and spatial single-cell analysis. We identify three distinct CAF subtypes: myofibroblast-like RGS5+ CAFs, matrix CAFs (mCAFs), and immunomodulatory CAFs (iCAFs). Large-cohort tissue analysis reveals significant shifts in CAF subtype patterns with increasing malignancy. Two CAF subtypes exhibit immunomodulatory properties via different mechanisms. mCAFs sythesize extracellular matrix and may restrict T cell invasion in low-grade tumors via ensheathing tumor nests, while iCAFs are enriched in late-stage tumors, and express high levels of cytokines and chemokines to aid immune cell recruitment and activation. This is supported by the induction of an iCAF-like phenotype with immunomodulatory functions in primary healthy fibroblasts exposed to skin cancer cell secretomes. Thus, targeting CAF variants holds promise to enhance immunotherapy efficacy in skin cancers.",
PU.1 eviction at lymphocyte-specific chromatin domains mediates glucocorticoid response in acute lymphoblastic leukemia,"Dominik Beck, Honghui Cao, Feng Tian, Yizhou Huang, Miao Jiang, Han Zhao, Xiaolu Tai, Wenqian Xu, Hansen J. Kosasih, David J. Kealy, Weiye Zhao, Samuel J. Taylor, Timothy A. Couttas, Gaoxian Song, Diego Chacon-Fajardo, Yashna Walia, Meng Wang, Adam A. Dowle, Andrew N. Holding, Katherine S. Bridge, Chao Zhang, Jin Wang, Jian-Qing Mi, Richard B. Lock, Charles E. de Bock, Duohui Jing",2024-11-08,"The epigenetic landscape plays a critical role in cancer progression, yet its therapeutic potential remains underexplored. Glucocorticoids are essential components of treatments for lymphoid cancers, but resistance, driven in part by epigenetic changes at glucocorticoid-response elements, poses a major challenge to effective therapies. Here we show that glucocorticoid treatment induces distinct patterns of chromosomal organization in glucocorticoid-sensitive and resistant acute lymphoblastic leukemia xenograft models. These glucocorticoid-response elements are primed by the pioneer transcription factor PU.1, which interacts with the glucocorticoid receptor. Eviction of PU.1 promotes receptor binding, increasing the expression of genes involved in apoptosis and facilitating a stronger therapeutic response. Treatment with a PU.1 inhibitor enhances glucocorticoid sensitivity, demonstrating the clinical potential of targeting this pathway. This study uncovers a mechanism involving PU.1 and the glucocorticoid receptor, linking transcription factor activity with drug response, and suggesting potential therapeutic strategies for overcoming resistance.",
Sentinel lymph node mapping with Indocyanine green fluorescence (ICG) for pediatric and adolescent tumors: a prospective observational study,"Luca Pio, Celine Richard, Tarek Zaghloul, Andrew J. Murphy, Andrew M. Davidoff, Abdelhafeez H. Abdelhafeez",2024-12-03,"Sentinel lymph node biopsy (SLNB) is an important technique in the staging of pediatric melanomas, sarcomas, and potentially useful for other solid tumors. Precise visual localization of the sentinel lymph node (SLN) during the operation is a key challenge of this procedure. Presently, the gold standard method employing Technetium 99 (99mTc) for localization carries a notable false-negative rate. In this context, we propose evaluating the use of Indocyanine Green near-infrared (ICG-NIR) as a supplementary tool to enhance the identification of SLN. A prospective observational study focused on pediatric and adolescent patients undergoing SLNB using ICG-NIR at a single institution from 2019 to 2022. Lymphoscintigraphy with 99mTc was performed before surgery and 99mTc was detected intraoperatively using a handheld gamma probe. ICG was administered intraoperatively and assessed using transcutaneous NIR. The study collected demographic data, intra-operative findings (Technetium 99 m, ICG fluorescence), and histopathological data. Eight patients with a median age of 16 years (range: 8–19 years) underwent fluorescence-guided sentinel lymph node harvesting with 100% sensitivity. Sentinel lymph node fluorescence was verified with a positive radiosignal in all patients. No adverse events were recorded. Fluorescence-guided assessment of the lymphatic system is both feasible and effective for sentinel lymph node identification. Nevertheless, larger-scale studies are essential to establish indocyanine green as a viable alternative rather than a complementary technique alongside the gold-standard radioisotope-guided method for sentinel lymph node assessment in children.","Sentinel lymph node, Indocyanine green Technetium‐99, Pediatric tumors"
Nivolumab plus anlotinib hydrochloride in advanced gastric adenocarcinoma and esophageal squamous cell carcinoma: the phase II OASIS trial,"Jing Wu, Shilong Zhang, Shan Yu, Guo An, Yi Wang, Yiyi Yu, Li Liang, Yan Wang, Xiaojing Xu, YanShi Xiong, Di Shao, Zhun Shi, Nannan Li, Jingyuan Wang, Dawei Jin, Tianshu Liu, Yuehong Cui",2024-10-15,"Vascular endothelial growth factor inhibitors, including tyrosine kinase inhibitors (TKIs), possess immunomodulatory properties and have shown promising outcomes when combined with anti-PD-1 antibodies. The OASIS phase II trial (NCT04503967) is designed to determine the clinical activity and safety of nivolumab (anti-PD-1) and anlotinib hydrochloride (a multi-targets TKI) as second-line or above therapy in patients with advanced gastric adenocarcinoma (GAC) and esophageal squamous cell carcinoma (ESCC). From December 2020 to September 2022, 45 patients with GAC and 3 with ESCC were enrolled in this study. The pre-specified endpoints were reached, with the primary endpoint of overall response rate achieving 29.2%. For secondary objectives, disease control rate was 64.6%; median progression-free survival was 4.0 months; and median overall survival was 11.1 months with a manageable toxicity profile. The exploratory analyses unveiled that the balance of gut bacteria and the presence of a pre-existing immune signature characterized by a high percentage of CD68+PD-L1+ PD-1+ macrophages and low pretreatment variant allele frequencies (VAF), as well as low expression of certain cytokines were significantly associated with improved clinical outcomes in patients with GAC.",
VSV∆M51 drives CD8+ T cell-mediated tumour regression through infection of both cancer and non-cancer cells,"Jahanara Rajwani, Daniil Vishnevskiy, Madison Turk, Victor Naumenko, Chris Gafuik, Dae-Sun Kim, Laura K. Mah, Shannon Snelling, Gerone A. Gonzales, Jingna Xue, Ayan Chanda, Kyle G. Potts, Hayley M. Todesco, Keith C. K. Lau, Karys M. Hildebrand, Jennifer A. Chan, Shan Liao, Michael J. Monument, Martin Hyrcza, Pinaki Bose, Craig N. Jenne, Johnathan Canton, Franz J. Zemp, Douglas J. Mahoney",2024-11-15,"Oncolytic viruses (OV) are designed to selectively infect and kill cancer cells, while simultaneously eliciting antitumour immunity. The mechanism is expected to originate from infected cancer cells. However, recent reports of tumour regression unaccompanied by cancer cell infection suggest a more complex mechanism of action. Here, we engineered vesicular stomatitis virus (VSV)ΔM51-sensitive and VSVΔM51-resistant tumour lines to elucidate the role of OV-infected cancer and non-cancer cells. We found that, while cancer cell infections elicit oncolysis and antitumour immunity as expected, infection of non-cancer cells alone can also contribute to tumour regression. This effect is partly attributed to the systemic production of cytokines that promote dendritic cell (DC) activation, migration and antigen cross-presentation, leading to magnified antitumour CD8+ T cell activation and tumour regression. Such OV-induced antitumour immunity is complementary to PD-1 blockade. Overall, our results reveal mechanistic insights into OV-induced antitumour immunity that can be leveraged to improve OV-based therapeutics.",
Development of patient-derived lymphomoids with preserved tumor architecture for lymphoma therapy screening,"Albert Santamaria-Martínez, Justine Epiney, Divyanshu Srivastava, Daniele Tavernari, Marco Varrone, Dina Milowich, Igor Letovanec, Thorsten Krueger, Rafael Duran, Giovanni Ciriello, Anne Cairoli, Elisa Oricchio",2024-12-09,"The efficacy of anti-cancer therapies depends on the genomic composition of the tumor, its microenvironment, spatial organization, and intra-tumor heterogeneity. B-cell lymphomas are a heterogeneous group of tumors emerging from B-cells at different stages of differentiation and exhibiting tumor-specific interactions with the tumor microenvironment. Thus, the effect of drug treatments can be influenced by the tumor composition and functional interactions among immune cells. Here, we develop a platform to maintain small fragments of human lymphoma tissue in culture for several days, and use them to test response to small molecules. We collect 27 patient samples representative of different lymphoma subtypes, and establish ex vivo tissue fragments that retain histological, cellular, and molecular characteristics of the original tissue, here referred to as lymphomoids. Using lymphomoids, we test sensitivity to several clinically approved drugs in parallel and examine tissue remodeling upon treatment. Moreover, when this information is available, we show that the effect of the inhibitors observed in lymphomoids is consistent with the patients’ response in the clinic. Thus, lymphomoids represent an innovative ex vivo model to assess the effect of anti-cancer therapies while preserving the tissue structure and its components.",
Concurrent intratumoural Treg cell depletion and CD8+ T cell expansion via a cleavable anti-4-1BB–interleukin-15 fusion protein,"Yueqi Cai, Zilong Han, Jiao Shen, Zhuangzhi Zou, Jingya Guo, Yong Liang, Shijie Li, Huiping Liao, Zhenhua Ren, Hua Peng, Yang-Xin Fu",2024-12-02,"Potent agonists of the inducible co-stimulatory receptor 4-1BB are too toxic for patients with advanced cancer. Here, on the basis of observations of a weak agonist of 4-1BB depleting regulatory T (Treg) cells within the tumour microenvironment without leading to substantial restoration of dysfunctional cytotoxic T cells (CTLs), we show that effective tumour control can be achieved via concurrent Treg cell depletion and CTL expansion through an anti-4-1BB antibody fused to interleukin-15 (IL-15) via a peptide sensitive to tumour proteases. In mouse models of advanced cancers, intraperitoneal injection of the bifunctional protein attenuated the activity of the interleukin mostly in the periphery of the primary tumour while allowing for the expansion of CTLs within the tumour microenvironment, led to more effective tumour inhibition and to lower systemic toxicity than treating the cancers with combinatorial treatment with unlinked anti-4-1BB antibody and IL-15, and reduced the resistance of tumours to checkpoint blockade. Concurrent eradication of Treg cells and activation of tumour-infiltrating lymphocytes may represent a general strategy for the effective control of advanced metastatic tumours.",
Glutaminase inhibition in combination with azacytidine in myelodysplastic syndromes: a phase 1b/2 clinical trial and correlative analyses,"Courtney D. DiNardo, Divij Verma, Natalia Baran, Tushar D. Bhagat, Anna Skwarska, Alessia Lodi, Kapil Saxena, Tianyu Cai, Xiaoping Su, Veronica A. Guerra, Gowri Poigaialwar, Vinitha M. Kuruvilla, Sergej Konoplev, Shanisha Gordon-Mitchell, Kith Pradhan, Srinivas Aluri, G. Lavender Hackman, Sovira Chaudhry, Meghan Collins, Shannon R. Sweeney, Jonathan Busquets, Atul Singh Rathore, Qing Deng, Michael R. Green, Steven Grant, Susan Demo, Gaurav S. Choudhary, Srabani Sahu, Beamon Agarwal, Mason Spodek, Victor Thiruthuvanathan, Britta Will, Ulrich Steidl, George D. Tippett, Jan Burger, Gautam Borthakur, Elias Jabbour, Naveen Pemmaraju, Tapan Kadia, Steven Kornblau, Naval G. Daver, Kiran Naqvi, Nicholas J. Short, Guillermo Garcia-Manero, Stefano Tiziani, Amit Verma, Marina Konopleva",2024-09-19,"Malignancies are reliant on glutamine as an energy source and a facilitator of aberrant DNA methylation. We demonstrate preclinical synergy of telaglenastat (CB-839), a selective glutaminase inhibitor, combined with azacytidine (AZA), followed by a single-arm, open-label, phase 1b/2 study in persons with advanced myelodysplastic syndrome (MDS). The dual primary endpoints evaluated clinical activity, safety and tolerability; secondary endpoints evaluated pharmacokinetics, pharmacodynamics, overall survival, event-free survival and duration of response. The dose-escalation study included six participants and the dose-expansion study included 24 participants. Therapy was well tolerated and led to an objective response rate of 70% with (marrow) complete remission in 53% of participants and a median overall survival of 11.6 months, with evidence of myeloid differentiation in responders determined by single-cell RNA sequencing. Glutamine transporter solute carrier family 38 member 1 in MDS stem cells was associated with clinical responses and predictive of worse prognosis in a large MDS cohort. These data demonstrate the safety and efficacy of CB-839 and AZA as a combined metabolic and epigenetic approach in MDS. ClinicalTrials.gov identifier: NCT03047993.",
Epidemiologic study on prostate cancer in Sudanese men across African ethnic groups,"Dalia Ahmed, Elsadig Ahmed Adam Mohammed, Mohamed Elimam Mohamed Ahmed, Yassin Mohamed Osman Abdalla, Ibrahin Hadad, Alsmawal Awad Elimam, Yousif Abdelhameed Mohammed, Moawia Mohammed Ali Elhassan, Amar Mohamed Ismail, Asim Osman Abdoun, Stefano Cacciatore, Luiz Fernando Zerbini",2024-11-28,"This study sought to investigate the demographic and clinical characteristics of Sudanese men diagnosed with prostate cancer (PCa) to highlight differences in diagnosis among the three major ethnolinguistic groups. A total of 532 patients with confirmed PCa diagnosis through biopsy were enrolled from six medical centers in Sudan. The majority of patients, comprising 84.2% (448/532), were diagnosed with advanced-stage disease, with a Grade group above 3. There were no discernible differences in PCa aggressiveness among the ethnolinguistic groups. However, higher levels of prostate-specific antigen (PSA) were observed in the Niger-Congo group, where 55.2% had PSA values exceeding 50 ng/ml. Patients from this group were also diagnosed at a younger age. In contrast, 90.5% of Afro-Asiatic patients are over 60 years old. Further analysis conducted within an age-matched subgroup of patients (n = 273) revealed a higher incidence of perineural invasion in the Afro-Asiatic group. This research represents the first investigation of PCa across different African ethnic groups and associates a higher incidence of perineural invasion with a specific ethnic group. While recent efforts have been made to establish African-relevant risk models to mitigate PCa health disparities, there remains a need for further investigation into genetically distinct populations within the African continent.","Perineural invasion, Prostate cancer, Sudan, Niger-Congo, Nilo-Saharan, Afro-Asiatic, Incidence"
Early onset metastatic colorectal cancer patients as a distinctive clinical and molecular phenomenon,"Andrea Pretta, Pina Ziranu, Eleonora Perissinotto, Filippo Ghelardi, Federica Marmorino, Riccardo Giampieri, Mariangela Puci, Maria Caterina De Grandis, Eleonora Lai, Vincenzo Nasca, Paolo Ciraci, Marco Puzzoni, Krisida Cerma, Carolina Sciortino, Ada Taravella, Gianluca Pretta, Lorenzo Giuliani, Camilla Damonte, Valeria Pusceddu, Giovanni Sotgiu, Rossana Berardi, Sara Lonardi, Francesca Bergamo, Filippo Pietrantonio, Chiara Cremolini, Mario Scartozzi",2024-11-27,"BackgroundDespite a reduction of both incidence and mortality from CRC, recent studies have shown an increase in the incidence of early-onset CRC (EO-CRC). Data on this setting are limited. The aim of our study was to evaluate the clinical and molecular profiles of metastatic EO-CRC patients in order to identify differences compared to a late-onset CRC (LO-CRC) control group.MethodsWe retrospectively collected data from 1272 metastatic colorectal cancers from 5 different Italian Institutions. The main objective was to the evaluate clinical outcome for EO-CRC patients in comparison to patients included in the control group.ResultsIn the overall population, mOS was 34,7 in EO-CRC pts vs 43,0 months (mo) (p < 0,0001). In the RAS/BRAF mutated subgroup mOS in EO-CRC pts was 30,3 vs 34,0 mo (p = 0,0156). In RAS/BRAF wild-type EO-CRC mOS was 43,0 vs 50,0 mo (p = 0,0290). mPFS was 11,0 in EO-CRC pts vs 14,0 mo (p < 0,0001).ConclusionFindings indicate a general worse prognosis for patients with early-onset colorectal cancer compared to late-onset patients. Interestingly this seems to occur regardless of the molecular status. These observations might have a considerable impact on clinical practice and research.",
